[     267ms] [ERROR] Push notification setup failed: Error @ http://localhost:5190/src/lib/push.ts:20
[ 3688792ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3748797ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3808802ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3869505ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3929509ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3989514ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 4051517ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 4113518ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 4173524ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 4233528ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
